,tweet
1331,"['driver', 'letting', 'non', 'mask', 'wearing', 'individual', 'bus', 'ok', 'one', 'selfish', 'person', 'endanger', 'bus', 'load', 'people', 'ok', 'cough', 'everyone', 'isnt', 'joke', 'enforce', 'order', 'keep', 'rider', 'safe']"
1332,"['driver', 'letting', 'non', 'mask', 'wearing', 'individual', 'bus', 'ok', 'one', 'selfish', 'person', 'endanger', 'bus', 'load', 'people', 'ok', 'cough', 'everyone', 'isnt', 'joke', 'enforce', 'order', 'keep', 'rider', 'safe']"
1333,"['precaution', 'wear', 'mask', 'social', 'distance', 'give', 'people', 'support']"
1334,"['arent', 'lockdown', 'til', 'jan', 'doesnt', 'rather', 'negate', 'weve', 'sky', 'high', 'number', 'case', 'please', 'go', 'ahead', 'skate', 'say', 'wearing', 'mask', 'exercise', 'shouldnt', 'happen', 'mask', 'get', 'wet', 'longer', 'effective', 'actually', 'reduce', 'ability', 'breathe']"
1335,"['least', 'camel', 'wearing', 'mask']"
1336,"['best', 'part', 'wearing', 'mask', 'able', 'sing', 'public', 'walking', 'around', 'store', 'without', 'people', 'sure']"
1337,"['course', 'wear', 'mask', 'trumper', 'white', 'year', 'old', 'male', 'watching', 'douchebag', 'parade', 'pardon', 'orange', 'shitbag', 'presiding', 'happy', 'boy', 'coming', 'home', 'make', 'sense', 'trump', 'make', 'little', 'sense', 'ever']"
1338,"['ahhh', 'man', 'thought', 'going', 'go', 'south', 'korea', 'japan', 'thought', 'better', 'mask', 'wearing', 'social', 'policy', 'anyone', 'yet', 'spike', 'rest', 'northern', 'hemisphere']"
1339,"['lol', 'even', 'read', 'postsaying', 'doesnt', 'mean', 'choose', 'caught', 'covid', 'school', 'grocery', 'always', 'wear', 'mask', 'virus', 'exploit', 'chance', 'get', 'home', 'isolate', 'zoom', 'meal', 'game', 'godsend']"
1340,"['yes', 'stats', 'demonstrate', 'fed', 'furphys', 'aimed', 'controlling', 'emotion', 'mass', 'sort', 'like', 'pronouncement', 'incompetent', 'hazzard', 'cannot', 'expect', 'nsw', 'bus', 'driver', 'wear', 'mask', 'order', 'preserve', 'mental', 'health', 'wholesale', 'nonsense']"
1341,"['least', 'camel', 'wearing', 'mask']"
1342,"['course', 'wear', 'mask', 'trumper', 'white', 'year', 'old', 'male', 'watching', 'douchebag', 'parade', 'pardon', 'orange', 'shitbag', 'presiding', 'happy', 'boy', 'coming', 'home', 'make', 'sense', 'trump', 'make', 'little', 'sense', 'ever']"
1343,"['bro', 'slide', 'wit', 'covid', 'mask']"
1344,"['merry', 'christmas', 'family', 'friend', 'japan', 'unique', 'canadian', 'christmas', 'decoration', 'saw', 'dog', 'walk', 'morning', 'stay', 'safe', 'wear', 'mask', 'austin', 'height', 'coquitlam', 'british', 'columbia']"
1345,"['hope', 'santa', 'wearing', 'mask']"
1346,"['ahhh', 'man', 'thought', 'going', 'go', 'south', 'korea', 'japan', 'thought', 'better', 'mask', 'wearing', 'social', 'policy', 'anyone', 'yet', 'spike', 'rest', 'northern', 'hemisphere']"
1347,"['best', 'part', 'wearing', 'mask', 'able', 'sing', 'public', 'walking', 'around', 'store', 'without', 'people', 'sure']"
1348,"['real', 'talk', 'jamaican', 'entertainer', 'nuh', 'wear', 'mask']"
1349,"['mi', 'feel', 'like', 'eidiot', 'inna', 'mi', 'mask', 'going', 'daily', 'kingston', 'almost', 'nuhbody', 'mask', 'bredda', 'covid', 'mus', 'hoax', 'tpc']"
1350,"['ikr', 'im', 'glad', 'dont', 'mingle', 'crowd', 'wearing', 'mask']"
1351,"['wear', 'mask']"
1352,"['merry', 'christmas', 'family', 'friend', 'japan', 'unique', 'canadian', 'christmas', 'decoration', 'saw', 'dog', 'walk', 'morning', 'stay', 'safe', 'wear', 'mask', 'austin', 'height', 'coquitlam', 'british', 'columbia']"
1353,"['common', 'line', 'ive', 'heard', 'yearendyear', 'review', 'interview', 'cant', 'wait', 'stop', 'using', 'ban', 'use', 'wordphrase', 'insert', 'example', 'covid', '19', 'pandemic', 'unprecedented', 'please', 'mute', 'mic', 'virtual', 'coronavirus', 'wear', 'mask', 'vaccine', 'quarantine']"
1354,"['lol', 'even', 'read', 'postsaying', 'doesnt', 'mean', 'choose', 'caught', 'covid', 'school', 'grocery', 'always', 'wear', 'mask', 'virus', 'exploit', 'chance', 'get', 'home', 'isolate', 'zoom', 'meal', 'game', 'godsend']"
1355,"['best', 'part', 'wearing', 'mask', 'able', 'sing', 'public', 'walking', 'around', 'store', 'without', 'people', 'sure']"
1356,"['would', 'thought', 'one', 'could', 'rebel', 'badass', 'simply', 'wearing', 'surgical', 'mask', 'outdoors']"
1357,"['kirk', 'wright', 'use', 'cgi', 'blend', 'town', 'feature', 'woulda', 'cayliss', 'fi', 'tek', 'mask', 'inna', 'di', 'miggle', 'covid', 'town']"
1358,"['also', 'shes', 'two', 'shes', 'allowed', 'wear', 'face', 'mask', 'shes', 'probably', 'forgotten', 'wa', 'like', 'everybody', 'didnt', 'wear', 'mask', 'public', 'shes', 'excited', 'grow', 'wear', 'one', 'find', 'mask', 'fit', 'year', 'old']"
1359,"['visited', 'chapitreoutaouis', 'today', 'literally', 'one', 'staff', 'member', 'encountered', 'wa', 'wearing', 'mask', 'wearing', 'properly', 'seriously', 'disappointed', 'covid', '19', 'besafe', 'protectcustomers']"
1360,"['kid', 'see', 'people', 'removing', 'mask', 'smell', 'product', 'kid', 'job', 'kindly', 'ask', 'use', 'mask', 'one', 'person', 'yelled', 'saying', 'nurse', 'covid', 'isnt', 'real', 'etc', 'minute', 'later', 'till', 'buying', 'sanitizers', 'hear', 'wild', 'story', 'every', 'day']"
1361,"['wear', 'maskstay', 'safe']"
1362,"['nick', 'nurse', 'wearing', 'canada', 'basketball', 'mask', 'give', 'pride', 'north', 'b', 'could', 'ever']"
1363,"['lol', 'even', 'read', 'postsaying', 'doesnt', 'mean', 'choose', 'caught', 'covid', 'school', 'grocery', 'always', 'wear', 'mask', 'virus', 'exploit', 'chance', 'get', 'home', 'isolate', 'zoom', 'meal', 'game', 'godsend']"
1364,"['actually', 'dr', 'fauci', 'personally', 'made', 'trip', 'north', 'pole', 'make', 'sure', 'santa', 'vaccinated', 'essential', 'worker', 'encounter', 'many', 'child', 'wa', 'right', 'wearing', 'mask', 'mostly', 'model', 'behavior', 'others']"
1365,"['let', 'keep', 'practicalsimplefrom', 'layman', 'perspective', 'knowledge', 'prior', 'covid', 'umbrella', 'used', 'effective', 'mask', 'used', 'surgery', 'close', 'quarter', 'effective', 'washing', 'hand', 'home', 'used']"
1366,"['people', 'twitter', 'vicious', 'stupid', 'thank', 'following', 'safety', 'guideline', 'please', 'tell', 'kirk', 'jesus', 'would', 'say', 'love', 'fellow', 'man', 'wear', 'mask', 'social', 'distance', 'stay', 'home', 'land', 'free', 'home', 'dead', 'nonsense']"
1367,"['lady', 'fighting', 'tiktok', 'cause', 'want', 'kid', 'continue', 'wearing', 'mask', 'indefinitely', 'pandemic', 'endslike', 'ok']"
1368,"['sorry', 'gathered', 'family', 'usually', 'gather', 'went', 'work', 'following', 'day', 'mask', 'interacted', 'several', 'hundred', 'people', 'wearing', 'mask', 'well', 'went', 'life']"
1369,"['please', 'wear', 'mask']"
1370,"['ha', 'number', 'asia', 'ha', 'pretty', 'strict', 'mask', 'wearing', 'typically', 'pandemic', 'extra', 'caution', 'covid', 'ha', 'positive', 'feedback', 'mechanism', 'containing', 'influenza', 'since', 'also', 'ha', 'multiple', 'pathway', 'infection', 'unlike', 'covid']"
1371,"['dad', 'brainwashed', 'girlfriend', 'work', 'hospital', 'wearing', 'mask', 'frankly', 'ive', 'lost', 'hope']"
1372,"['funny', 'sad', 'way', 'close', 'friend', 'checked', 'hospital', 'one', 'caught', 'covid', '19', 'day', 'ago', 'person', 'wearing', 'mask', 'december', 'scotland', 'cant', 'even', 'trusted', 'mask', 'fun', 'nation']"
1373,"['showed', 'even', 'wa', 'covid', '19', 'cautious', 'wearing', 'mask', 'whilst', 'delivering', 'present', 'question', 'though', 'mr', 'claus', 'elf', 'make', 'wa', 'ordered', 'online', 'christmas', 'santaclaus']"
1374,"['dad', 'brainwashed', 'girlfriend', 'work', 'hospital', 'wearing', 'mask', 'frankly', 'ive', 'lost', 'hope']"
1375,"['lady', 'fighting', 'tiktok', 'cause', 'want', 'kid', 'continue', 'wearing', 'mask', 'indefinitely', 'pandemic', 'endslike', 'ok']"
1376,"['merry', 'christmas', 'everybody', 'kind', 'wear', 'mask', 'onelove']"
1377,"['dad', 'brainwashed', 'girlfriend', 'work', 'hospital', 'wearing', 'mask', 'frankly', 'ive', 'lost', 'hope']"
1378,"['dropped', 'food', 'present', 'parent', 'wearing', 'mask', 'parent', 'got', 'emotional', 'hard', 'christmas']"
1379,"['please', 'wear', 'mask']"
1380,"['please', 'wear', 'mask']"
1381,"['genuine', 'question', 'randwick', 'jockey', 'wearing', 'mask', 'around', 'chin']"
1382,"['mask', 'wearing', 'permanent']"
1383,"['yes', 'change', 'behavior', 'always', 'wear', 'mask']"
1384,"['mean', 'people', 'go', 'ahead', 'wear', 'mask', 'bus', 'also', 'smoke']"
1385,"['facetime', 'family', 'gathering', 'loved', 'mask', 'go', 'shopping', 'lol', 'sent', 'picture', 'look', 'like', 'lol', 'dont', 'really', 'go', 'shopping', 'wearing']"
1386,"['point', 'phos', 'translink', 'police', 'eagerly', 'enforce', 'fare', 'happened', 'cant', 'free', 'ride', 'youre', 'wearing', 'mask', 'driving', 'without', 'enforcement', 'order', 'nothing', 'im', 'dying', 'bull']"
1387,"['live', 'fact', 'general', 'public', 'started', 'wearing', 'mask', 'january', 'well', 'advance', 'government', 'recommendation']"
1388,"['facetime', 'family', 'gathering', 'loved', 'mask', 'go', 'shopping', 'lol', 'sent', 'picture', 'look', 'like', 'lol', 'dont', 'really', 'go', 'shopping', 'wearing']"
1389,"['facetime', 'family', 'gathering', 'loved', 'mask', 'go', 'shopping', 'lol', 'sent', 'picture', 'look', 'like', 'lol', 'dont', 'really', 'go', 'shopping', 'wearing']"
1390,"['mean', 'people', 'go', 'ahead', 'wear', 'mask', 'bus', 'also', 'smoke']"
1391,"['burp', 'stinky', 'please', 'sure', 'keep', 'distance', 'wear', 'mask', 'get', 'tested', 'bolognavirus']"
1392,"['point', 'phos', 'translink', 'police', 'eagerly', 'enforce', 'fare', 'happened', 'cant', 'free', 'ride', 'youre', 'wearing', 'mask', 'driving', 'without', 'enforcement', 'order', 'nothing', 'im', 'dying', 'bull']"
1393,"['first', 'time', 'long', 'time', 'im', 'mom', 'xmas', 'came', 'dad', 'place', 'exchanged', 'present', 'outside', 'wearing', 'mask', 'hugged', 'cried', 'weve', 'fucking', 'shitty', 'month', 'sister', 'died', 'mom', 'ha', 'heart', 'attack', 'covid']"
1394,"['first', 'time', 'long', 'time', 'im', 'mom', 'xmas', 'came', 'dad', 'place', 'exchanged', 'present', 'outside', 'wearing', 'mask', 'hugged', 'cried', 'weve', 'fucking', 'shitty', 'month', 'sister', 'died', 'mom', 'ha', 'heart', 'attack', 'covid']"
1395,"['anti', 'masker', 'come', 'store', 'im', 'checking', 'grocery', 'say', 'physically', 'cannot', 'wear', 'mask', 'cant', 'girl', 'ask', 'also', 'motherfucking', 'hand', 'seem', 'working', 'youre', 'grabbing', 'grocery', 'wym', 'u', 'physically', 'cant']"
1396,"['none', 'wearing', 'mask']"
1397,"['first', 'time', 'long', 'time', 'im', 'mom', 'xmas', 'came', 'dad', 'place', 'exchanged', 'present', 'outside', 'wearing', 'mask', 'hugged', 'cried', 'weve', 'fucking', 'shitty', 'month', 'sister', 'died', 'mom', 'ha', 'heart', 'attack', 'covid']"
1398,"['hey', 'calling', 'coach', 'cal', 'wearing', 'mask']"
1399,"['people', 'wearing', 'mask', 'month', 'weve', 'lockdown', 'past', 'two', 'week', 'number', 'still', 'going', 'going', 'stop', 'pretending', 'work']"
1400,"['give', 'day', 'could', 'heading', 'direction', 'melbourne', 'went', 'dif', 'dan', 'made', 'compulsory', 'wear', 'mask', 'gladys', 'hasnt', 'gut']"
1401,"['wa', 'first', 'time', 'could', 'see', 'dad', 'without', 'covid', 'mask', 'month']"
1402,"['favorite', 'part', 'entire', 'christmas', 'season', 'wa', 'seeing', 'dad', 'online', 'without', 'need', 'covid', 'mask']"
1403,"['banthebible', 'amp', 'maketheworldgreatagain', 'thats', 'also', 'last', 'thing', 'world', 'need', 'combination', 'evil', 'lying', 'criminal', 'lucifarians', 'running', 'big', 'powerful', 'also', 'sens', 'america', 'thats', 'wear', 'mask', 'real', 'thx']"
1404,"['gladys', 'fool', 'making', 'mandatory', 'wear', 'mask', 'public']"
1405,"['burp', 'stinky', 'please', 'sure', 'keep', 'distance', 'wear', 'mask', 'get', 'tested', 'bolognavirus']"
1406,"['yes', 'behaving', 'like', 'adult', 'wearing', 'mask', 'ha', 'worked', 'well', 'u']"
1407,"['point', 'phos', 'translink', 'police', 'eagerly', 'enforce', 'fare', 'happened', 'cant', 'free', 'ride', 'youre', 'wearing', 'mask', 'driving', 'without', 'enforcement', 'order', 'nothing', 'im', 'dying', 'bull']"
1408,"['mean', 'people', 'go', 'ahead', 'wear', 'mask', 'bus', 'also', 'smoke']"
1409,"['big', 'sam', 'half', 'wearing', 'mask', 'touch', 'line', 'shouting', 'chewing', 'gum', 'rolling', 'round', 'gob', 'brilliant', 'livwba']"
1410,"['hate', 'guy', 'perhaps', 'reminding', 'staff', 'properly', 'wear', 'mask', 'would', 'good', 'idea']"
1411,"['wear', 'mask', 'stay', 'safe', 'next', 'time', 'anyone', 'say', 'anything', 'quote', 'wise', 'bart', 'simpson', 'would', 'use', 'eat', 'short']"
1412,"['wear', 'mask', 'stay', 'safe', 'next', 'time', 'anyone', 'say', 'anything', 'quote', 'wise', 'bart', 'simpson', 'would', 'use', 'eat', 'short']"
1413,"['since', 'theyve', 'mandated', 'mask', 'around', 'world', 'case', 'gone', 'roof', 'give', 'people', 'false', 'sense', 'security', 'amp', 'social', 'distancing', 'mask', 'worked', 'wouldve', 'done', 'summer', 'want', 'wear', 'mask', 'go', 'ahead', 'prochoice', 'mandated']"
1414,"['build', 'snow', 'people', 'snowmenwoman', 'wear', 'mask', 'sanitize', 'doe', 'make', 'acceptable', 'assuming', 'snow', 'one', 'property', 'considered', 'part', 'household']"
1415,"['whats', 'pretty', 'simple', 'government', 'issued', 'order', 'giving', 'power', 'whats', 'also', 'pretty', 'simple', 'people', 'wearing', 'mask', 'month', 'lockdown', 'place', 'week', 'positive', 'case', 'continue', 'rise', 'measure', 'dont', 'work']"
1416,"['though', 'trump', 'led', 'example', 'implored', 'american', 'heed', 'healthcare', 'guideline', 'wear', 'mask']"
1417,"['also', 'help', 'matter', 'much', 'holding', 'rally', 'thousand', 'people', 'gathered', 'soci', 'distancing', 'wearing', 'maskthe', 'man', 'dy', 'care', 'american', 'people']"
1418,"['someone', 'grocery', 'store', 'wearing', 'mask']"
1419,"['build', 'snow', 'people', 'snowmenwoman', 'wear', 'mask', 'sanitize', 'doe', 'make', 'acceptable', 'assuming', 'snow', 'one', 'property', 'considered', 'part', 'household']"
1420,"['also', 'wear', 'mask', 'part', 'problem']"
1421,"['anticovid', 'mask', 'break', 'mold', 'rechargeable', 'n', 'mask', 'custom', 'fit']"
1422,"['happened', 'enforcing', 'people', 'wear', 'mask', 'im', 'zero', 'walmart', 'ive', 'seen', 'literally', 'people', 'wearing', 'mask', 'counting', 'employee']"
1423,"['downtown', 'pick', 'something', 'amp', 'came', 'across', 'two', 'observation', 'really', 'think', 'maga', 'hat', 'trump', 'flag', 'aid', 'cause', 'theyre', 'shouting', 'pedestrian', 'going', 'wear', 'mask', 'rest', 'life', 'odd', 'think', 'going', 'rain', 'forever']"
1424,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1425,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1426,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1427,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1428,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1429,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1430,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1431,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1432,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1433,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1434,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1435,"['big', 'sam', 'half', 'wearing', 'mask', 'touch', 'line', 'shouting', 'chewing', 'gum', 'rolling', 'round', 'gob', 'brilliant', 'livwba']"
1436,"['hate', 'guy', 'perhaps', 'reminding', 'staff', 'properly', 'wear', 'mask', 'would', 'good', 'idea']"
1437,"['downtown', 'pick', 'something', 'amp', 'came', 'across', 'two', 'observation', 'really', 'think', 'maga', 'hat', 'trump', 'flag', 'aid', 'cause', 'theyre', 'shouting', 'pedestrian', 'going', 'wear', 'mask', 'rest', 'life', 'odd', 'think', 'going', 'rain', 'forever']"
1438,"['started', 'people', 'front', 'door', 'making', 'sure', 'people', 'wearing', 'mask', 'amp', 'sanitizing', 'cart', 'last', 'time', 'ive', 'one', 'wa', 'door', 'amp', 'people', 'store', 'without', 'mask', 'maybe', 'start', 'mobile', 'ordering']"
1439,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1440,"['big', 'sam', 'wearing', 'mask', 'part', 'face', 'needed', 'ask', 'bother']"
1441,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1442,"['surgery', 'delayed', 'even', 'incompetence', 'american', 'president', 'support', 'ha', 'caused', 'death', 'million', 'still', 'people', 'dont', 'social', 'distance', 'wear', 'mask', 'thinking', 'govt', 'hoax', 'audacity', 'come']"
1443,"['surgery', 'delayed', 'even', 'incompetence', 'american', 'president', 'support', 'ha', 'caused', 'death', 'million', 'still', 'people', 'dont', 'social', 'distance', 'wear', 'mask', 'thinking', 'govt', 'hoax', 'audacity', 'come']"
1444,"['downtown', 'pick', 'something', 'amp', 'came', 'across', 'two', 'observation', 'really', 'think', 'maga', 'hat', 'trump', 'flag', 'aid', 'cause', 'theyre', 'shouting', 'pedestrian', 'going', 'wear', 'mask', 'rest', 'life', 'odd', 'think', 'going', 'rain', 'forever']"
1445,"['since', 'theyve', 'mandated', 'mask', 'around', 'world', 'case', 'gone', 'roof', 'give', 'people', 'false', 'sense', 'security', 'amp', 'social', 'distancing', 'mask', 'worked', 'wouldve', 'done', 'summer', 'want', 'wear', 'mask', 'go', 'ahead', 'prochoice', 'mandated']"
1446,"['wear', 'mask', 'stay', 'safe', 'next', 'time', 'anyone', 'say', 'anything', 'quote', 'wise', 'bart', 'simpson', 'would', 'use', 'eat', 'short']"
1447,"['great', 'reminder', 'stay', 'home', 'much', 'possible', 'visit', 'people', 'wear', 'mask', 'must', 'act', 'covid', 'people', 'spread', 'didnt', 'know', 'acted', 'werent', 'contagious']"
1448,"['reason', 'lockdown', 'dont', 'work', 'fool', 'think', 'wearing', 'mask', 'civil', 'liberty', 'follow', 'faucis', 'advice', 'infection', 'rate', 'go', 'simple', 'think', 'others']"
1449,"['lol', 'dude', 'know', 'republican', 'hurting', 'america', 'common', 'let', 'criticize', 'anyone', 'focus', 'wearing', 'mask', 'spouting', 'platitude', 'soul', 'even', 'tho', 'aint', 'got', 'one']"
1450,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1451,"['mask', 'dont', 'work', 'read', 'still', 'dont', 'need', 'wear', 'one', 'ontario']"
1452,"['reason', 'lockdown', 'dont', 'work', 'fool', 'think', 'wearing', 'mask', 'civil', 'liberty', 'follow', 'faucis', 'advice', 'infection', 'rate', 'go', 'simple', 'think', 'others']"
1453,"['need', 'subspecialists', 'ivory', 'tower', 'dont', 'get', 'wrong', 'offer', 'advice', 'general', 'paeds', 'like', 'kid', 'wont', 'wear', 'mask', 'ignore', 'move']"
1454,"['see', 'way', 'le', 'paediatric', 'clinic', 'kid', 'awesome', 'mask', 'wearing']"
1455,"['seems', 'maryam', 'nawaz', 'universal', 'corona', 'free', 'one', 'wearing', 'mask']"
1456,"['feel', 'like', 'jlio', 'csar', 'bc', 'im', 'wearing', 'buffsnood', 'every', 'day', 'even', 'mask']"
1457,"['whats', 'point', 'wearing', 'makeup', 'youre', 'wearing', 'mask', 'beanie', 'lmaoo', 'none']"
