,tweet
1566,"['number', 'covid', 'death', 'exceed', 'death', 'toll', 'attack', 'september', 'th', 'nearly', 'every', 'single', 'day', 'yet', 'people', 'cannot', 'fucked', 'wear', 'mask', 'public', 'behavior', 'despicable', 'selfish']"
1567,"['wear', 'mask', 'dummy', 'like', 'tweet', 'ignore', 'blocking', 'troll', 'rude', 'people', 'wearamask', 'staysafe']"
1568,"['one', 'take', 'mask', 'put', 'lip', 'gloss', 'put', 'mask', 'back', 'lipgloss', 'mask', 'lockdown', 'covid', 'glossylips']"
1569,"['love', 'process', 'creating', 'song', 'start', 'sitting', 'instrument', 'hand', 'spewing', 'melody', 'lyric', 'something', 'magical', 'covid', '_19', 'writing', 'mask', 'creating', 'writingsession', 'recordingartist', 'artist', 'magical', 'song', 'songwriter', 'valdii']"
1570,"['hi', 'dr', 'herny', 'saying', 'keep', 'contract', 'people', 'live', 'go', 'essential', 'wear', 'mask', 'cindy', 'speaking', 'loapholes', 'rule', 'bend', 'rule', 'selfish', 'care', 'opinion']"
1571,"['would', 'say', 'wear', 'mask', 'keep', 'distance', 'wash', 'hand', 'shut', 'mouth']"
1572,"['starting', 'follow', 'trend', 'happened', 'victoria', 'least', 'dan', 'made', 'compulsory', 'wear', 'mask']"
1573,"['scotty', 'ha', 'ear', 'bet', 'wa', 'dead', 'set', 'wearing', 'mask']"
1574,"['pandemic', 'control', 'way', 'beat', 'self', 'isolate', 'wear', 'mask', 'close', 'border']"
1575,"['wear', 'yall', 'mask', 'please', 'new', 'strain', 'covid', 'ha', 'reached', 'u', 'dont', 'know', 'bad', 'one', 'yet', 'careful']"
1576,"['supposed', 'keep', 'wearing', 'mask', 'cdc', 'guideline']"
1577,"['would', 'love', 'tier', 'probably', 'mean', 'stay', 'area', 'move', 'people', 'dont', 'care', 'enough', 'help', 'stop', 'spread', 'im', 'still', 'seeing', 'people', 'walk', 'around', 'shopping', 'center', 'without', 'mask', 'undercover', 'wear', 'mask']"
1578,"['dont', 'look', 'stats', 'period', 'time', 'breath', 'deeply', 'dont', 'know', 'say', 'hear', 'loud', 'clear', 'feel', 'saying', 'responsible', 'safe', 'diligent', 'wear', 'mask', 'canadian', 'vancouver', 'listening']"
1579,"['got', 'first', 'cold', 'week', 'usually', 'fairly', 'frequently', 'washing', 'hand', 'mask', 'wearing', 'avoiding', 'people', 'totally', 'work']"
1580,"['risking', 'people', 'life', 'ffs', 'get', 'grip', 'fit', 'well', 'people', 'dont', 'risk', 'people', 'life', 'wearing', 'mask', 'turn', 'news']"
1581,"['bloke', 'aldi', 'today', 'wearing', 'mask', 'hurrah', 'wanted', 'pay', 'cash', 'avoid', 'took', 'mask', 'lick', 'thumb', 'whilst', 'counted', 'tenner', 'arthur', 'daley', 'del', 'boy', 'style', 'handing', 'guy', 'till']"
1582,"['gymjordan', 'give', 'much', 'credibility', 'theory', 'wearing', 'mask', 'political', 'test', 'iq', 'test']"
1583,"['save', 'life', 'week', 'month', 'ahead', 'step', 'together', 'wear', 'mask', 'stay', 'socially', 'distanced', 'avoid', 'large', 'indoor', 'gathering', 'u', 'ha', 'duty', 'protect', 'family', 'fellow', 'american']"
1584,"['dont', 'look', 'stats', 'period', 'time', 'breath', 'deeply', 'dont', 'know', 'say', 'hear', 'loud', 'clear', 'feel', 'saying', 'responsible', 'safe', 'diligent', 'wear', 'mask', 'canadian', 'vancouver', 'listening']"
1585,"['mask', 'handed', 'scg', 'test', 'cricket', 'match', 'wouldnt', 'people', 'asked', 'wear', 'mask', 'test', 'match', 'go', 'regard', 'essential', 'event', 'cannot', 'fathom', 'logic', 'gladysb', 'amp', 'soft', 'option', 'covid', '19nsw']"
1586,"['dear', 'southern', 'california', 'fuk', 'sake', 'stay', 'home', 'wear', 'mask', 'wash', 'hand', 'running', 'sedation', 'drug', 'icu', 'ambulance', 'hold', 'patient', 'let', 'die', 'icu', 'er', 'bed', 'fuck', 'heart', 'braking', 'horrible']"
1587,"['scary', 'careful', 'youre', 'dancing', 'street', 'wear', 'mask', 'stay', 'everyone', 'else']"
1588,"['may', 'stepping', 'new', 'year', 'nothing', 'situation', 'change', 'unless', 'wear', 'mask', 'filthylittleplaugerats']"
1589,"['dec', 'new', 'mask', 'face', 'covering', 'mandatory', 'guest', 'visiting', 'winter', 'light', 'festival', 'previously', 'guest', 'required', 'wear', 'mask', 'inside', 'visitor', 'centregift', 'shop', 'extends', 'outdoor', 'space', 'inside', 'garden', 'wall']"
1590,"['packed', 'christmas', 'stuff', 'yesterday', 'put', 'holly', 'print', 'fabric', 'mask', 'bin', 'hoping', 'wont', 'need', 'wear', 'next', 'december']"
1591,"['wear', 'mask', 'stop', 'hosting', 'maskless', 'party', 'whitehouse', 'youre', 'killing', 'people']"
1592,"['dating', 'site', 'add', 'new', 'question', 'profile', 'diddo', 'wear', 'mask', 'revealing']"
1593,"['packed', 'christmas', 'stuff', 'yesterday', 'put', 'holly', 'print', 'fabric', 'mask', 'bin', 'hoping', 'wont', 'need', 'wear', 'next', 'december']"
1594,"['aewdynamite', 'social', 'distanced', 'wearing', 'mask', 'right', 'aew', 'faithful']"
1595,"['ive', 'seen', 'people', 'wearing', 'mask', 'store', 'since', 'july', 'first', 'two', 'couple', 'may', 'realized', 'wa', 'day', 'mask', 'mandate', 'person', 'wa', 'wearing', 'face', 'shield', 'ineffective', 'may', 'medical', 'condition']"
1596,"['reason', 'people', 'wear', 'mask', 'abide', 'health', 'protocol', 'icu', 'occupancy']"
1597,"['really', 'shocked', 'new', 'year', 'party', 'ad', 'show', 'ppl', 'dancing', 'close', 'together', 'amp', 'medical', 'ppl', 'wearing', 'mask', 'made', 'cringe', 'pandemic', 'raging', 'u', 'yet', 'graphic', 'invitation', 'party', 'togetheras', 'normal', 'cnn', 'ha', 'responsibility', 'encourage', 'mask']"
1598,"['really', 'shocked', 'new', 'year', 'party', 'ad', 'show', 'ppl', 'dancing', 'close', 'together', 'amp', 'medical', 'ppl', 'wearing', 'mask', 'made', 'cringe', 'pandemic', 'raging', 'u', 'yet', 'graphic', 'invitation', 'party', 'togetheras', 'normal', 'cnn', 'ha', 'responsibility', 'encourage', 'mask']"
1599,"['dating', 'site', 'add', 'new', 'question', 'profile', 'diddo', 'wear', 'mask', 'revealing']"
1600,"['wear', 'mask', 'stop', 'hosting', 'maskless', 'party', 'whitehouse', 'youre', 'killing', 'people']"
1601,"['dear', 'southern', 'california', 'fuk', 'sake', 'stay', 'home', 'wear', 'mask', 'wash', 'hand', 'running', 'sedation', 'drug', 'icu', 'ambulance', 'hold', 'patient', 'let', 'die', 'icu', 'er', 'bed', 'fuck', 'heart', 'braking', 'horrible']"
1602,"['well', 'wear', 'mask', 'listen', 'bonnie', 'stay', 'home', 'itworks']"
1603,"['well', 'wear', 'mask', 'listen', 'bonnie', 'stay', 'home', 'itworks']"
1604,"['scary', 'careful', 'youre', 'dancing', 'street', 'wear', 'mask', 'stay', 'everyone', 'else']"
1605,"['please', 'wear', 'mask', 'stay', 'home', 'dont', 'go', 'tonight', 'thank', 'listen', 'uk', 'icu', 'doc', 'choose', 'wisely', 'let', 'part']"
1606,"['aewdynamite', 'social', 'distanced', 'wearing', 'mask', 'right', 'aew', 'faithful']"
1607,"['screwed', 'people', 'still', 'brushing', 'past', 'enough', 'social', 'distancing', 'government', 'focus', 'wear', 'mask', 'inside', 'shop', 'time', 'outside', 'home', 'mean', 'transmission', 'going', 'stop', 'add', 'super', 'contagious', 'strain', 'covid']"
1608,"['london', 'supermarket', 'many', 'people', 'wearing', 'mask', 'half', 'wearing', 'nose', 'hanging', 'covid', 'rate', 'skyrocket', 'wrong', 'people', 'british', 'absolute', 'worst']"
1609,"['lead', 'example', 'youre', 'room', 'mandated', 'wear', 'mask', 'health', 'minister', 'john', 'torus', 'dont', 'live', 'household', 'set', 'extremely', 'poor', 'example', 'everybody', 'watching', 'gather', 'room', 'stranger', 'without', 'mask']"
1610,"['yup', 'wearamask', 'dammit', 'wearing', 'mask', 'exactly', 'lost', 'freedom', 'everyone', 'el', 'honestleeeee', 'wearamask']"
1611,"['govtphe', 'mar', 'exec', 'director', 'health', 'emergency', 'mike', 'ryan', 'specific', 'evidence', 'suggest', 'wearing', 'mask', 'ha', 'potential', 'benefit', 'fact', 'evidence', 'suggest', 'opposite', 'misuse', 'wearing', 'mask', 'properly', 'fitting', 'properly']"
1612,"['work', 'grocery', 'retail', 'allowed', 'tell', 'customer', 'wear', 'mask', 'common', 'wear', 'correctly']"
1613,"['ive', 'come', 'boot', 'shouldnt', 'kid', 'wearing', 'mask']"
1614,"['thats', 'manager', 'wear', 'mask', 'shop', 'floor', 'time', 'even', 'warehouse', 'place']"
1615,"['please', 'please', 'please', 'continue', 'wear', 'mask', 'social', 'distance', 'asymptomatic', 'doe', 'mean', 'youre', 'healthy', 'mean', 'arent', 'experiencing', 'symptom', 'still', 'spread', 'virus', 'dont', 'listen', 'dumb', 'influencers']"
1616,"['went', 'st', 'george', 'hour', 'gp', 'service', 'boxing', 'day', 'receptionist', 'time', 'one', 'wearing', 'mask', 'mouth', 'nose', 'second', 'wearing', 'mask']"
1617,"['everyone', 'want', 'blame', 'politician', 'one', 'blame', 'people', 'following', 'protocol', 'gatheringsno', 'hand', 'washing', 'wearing', 'mask', 'work', 'business', 'thats', 'risk', 'stayed', 'healthy', 'ha', 'said', 'amp', 'quit', 'gathering', 'follow', 'protocol']"
1618,"['well', 'wear', 'mask', 'listen', 'bonnie', 'stay', 'home', 'itworks']"
1619,"['wear', 'mask', 'stop', 'hosting', 'maskless', 'party', 'whitehouse', 'youre', 'killing', 'people']"
1620,"['still', 'walking', 'mask', 'covid', 'aint']"
1621,"['shout', 'athlete', 'busy', 'training', 'competing', 'complain', 'wearing', 'mask']"
1622,"['packed', 'christmas', 'stuff', 'yesterday', 'put', 'holly', 'print', 'fabric', 'mask', 'bin', 'hoping', 'wont', 'need', 'wear', 'next', 'december']"
1623,"['ive', 'loving', 'hong', 'kong', 'local', 'mask', 'brand', 'banitore', 'since', 'may', 'much', 'comfortable', 'wear', 'others', 'besides', 'xmas', 'limited', 'edition', 'also', 'camo', 'edition', 'look', 'far', 'mask', 'biz', 'ha', 'come']"
1624,"['never', 'wearing', 'mask']"
1625,"['heed', 'advice', 'stay', 'indoors', 'wear', 'mask', 'wash', 'hand', 'keep', 'distance']"
1626,"['individual', 'choice', 'matter', 'wearing', 'mask', 'neither', 'explicit', 'implicit', 'statement', 'without', 'exception', 'mask', 'wearing', 'social', 'distancing', 'required', 'ie', 'compelled', 'regardless', 'even', 'extensive', 'vaccination']"
1627,"['yep', 'never', 'mind', 'controversy', 'good', 'manner', 'even', 'nothing', 'else', 'justifies', 'keep', 'calm', 'amp', 'wear', 'mask']"
1628,"['guy', 'coughing', 'away', 'bus', 'wasnt', 'wearing', 'mask', 'ha', 'logo', 'bus', 'company']"
1629,"['frequency', 'ambulance', 'siren', 'central', 'london', 'starting', 'get', 'little', 'unnerving', 'wear', 'mask', 'follow', 'rule', 'people']"
1630,"['look', 'place', 'people', 'obeyed', 'lockdown', 'australia', 'nz', 'japan', 'indonesia', 'u', 'top', 'spot', 'idiot', 'broke', 'rule', 'staying', 'away', 'people', 'wearing', 'mask', 'save', 'life', 'flouting', 'science', 'think', 'youre', 'law', 'deadly']"
1631,"['morrison', 'meter', 'reader', 'knock', 'door', 'mask', 'wanted', 'come', 'house', 'read', 'meter', 'people', 'real', 'heard', 'covid', 'wont', 'say', 'said', 'im', 'normally', 'far', 'polite']"
1632,"['wear', 'mask', 'stay', 'home', 'almost', 'time']"
1633,"['dont', 'appear', 'social', 'distancing', 'notice', 'one', 'guy', 'wearing', 'mask', 'kudos']"
1634,"['cant', 'understand', 'mask', 'issue', 'either', 'dont', 'want', 'infected', 'someone', 'wearing', 'mask', 'first', 'thing', 'wear', 'mask', 'people', 'seem', 'want', 'right', 'responsibility']"
1635,"['especially', 'going', 'ahead', 'letting', 'people', 'scg', 'sending', 'mixed', 'confusing', 'message', 'public', 'along', 'making', 'mask', 'wearing', 'compulsory']"
1636,"['victorian', 'government', 'mandate', 'wearing', 'mask', 'indoors', 'state', 'record', 'three', 'news', 'covid', 'case', '|', 'sky', 'news', 'australia']"
1637,"['know', 'see', 'woman', 'wearing', 'mask', 'made', 'fishnet', 'thinking', 'shes', 'clever']"
1638,"['trouble', 'everyone', 'would', 'people', 'cant', 'wear', 'mask', 'whatever', 'reason', 'could', 'wear', 'visor', 'im', 'sure', 'one', 'annoy', 'one', 'cover', 'mouth', 'mask', 'nose']"
1639,"['oh', 'good', 'place', 'balance', 'feeling', 'folk', 'objective', 'sense', 'pandemic', 'may', 'minor', 'compared', 'next', 'one', 'thanks', 'much', 'lovely', 'thought', 'need', 'although', 'telling', 'people', 'wearing', 'mask']"
1640,"['fear', 'people', 'unnecessarily', 'getting', 'virus', 'didnt', 'wear', 'mask', 'first', 'place', 'know', 'instance', 'nobody', 'playing', 'politics', 'come', 'virus']"
1641,"['yep', 'note', 'difference', 'wear', 'mask']"
1642,"['great', 'job', 'mark', 'think', 'important', 'note', 'though', 'first', 'shot', 'doe', 'fully', 'protect', 'yes', 'keep', 'wearing', 'mask', 'social', 'distance', 'follow', 'guideline', 'see', 'day', 'sir']"
1643,"['police', 'london', 'police', 'officer', 'wearing', 'mask', 'keep', 'social', 'distance', 'coffee', 'break', 'dont', 'anything', 'someone', 'came', 'buy', 'something', 'without', 'mask']"
1644,"['death', 'going', 'rocket', 'next', 'week', 'selfish', 'covidiots', 'social', 'distancing', 'didnt', 'observe', 'rule', 'christmas', 'still', 'arent', 'wearing', 'effective', 'mask', 'properly', 'think', 'conspiracy', 'spoil', 'fun']"
1645,"['people', 'allow', 'front', 'door', 'slam', 'shut', 'causing', 'reverberate', 'multiple', 'flat', 'likely', 'type', 'people', 'refuse', 'wear', 'mask', 'public', 'transport', 'local', 'sainsburys', 'guess']"
1646,"['pleased', 'see', 'highlighted', 'strongly', 'feel', 'hand', 'face', 'space', 'message', 'ha', 'lost', 'amongst', 'noise', 'tier', 'wash', 'hand', 'wear', 'mask', 'keep', 'physical', 'distance']"
1647,"['forgot', 'mask', 'using', 'canvas', 'bag', 'really', 'excuse', 'wear', 'mask', 'sunflower', 'lanyard', 'clearly', 'laziness', 'selfishness', 'beginning', 'piss']"
1648,"['doesnt', 'kill', 'people', 'though', 'doe', 'ha', 'long', 'term', 'lasting', 'effect', 'people', 'health', 'wellbeing', 'v', 'happy', 'stay', 'much', 'possible', 'wear', 'mask', 'get', 'control', 'unfortunate', 'wa', 'handled', 'badly', 'start']"
1649,"['risk', 'catching', 'coldflu', 'wont', 'kill', 'life', 'wa', 'covid', 'basically', 'except', 'covid', 'nobody', 'walked', 'street', 'wearing', 'mask', 'sheeple']"
1650,"['kid', 'neither', 'socially', 'distanced', 'wearing', 'mask', 'street', 'bus', 'home', 'tesco', 'express', 'amp', 'nisa', 'local', 'school', 'bus', 'driver', 'shop', 'keeper', 'dont', 'feel', 'empowered', 'deny', 'entry', 'fearful', 'confrontation']"
1651,"['people', 'dying', 'covid', 'wearing', 'mask']"
1652,"['indeedand', 'rubpeople', 'washing', 'handswearing', 'mask', 'etcits', 'always', 'people', 'fault', 'thank', 'god', 'weve', 'got', 'people', 'medical', 'profession', 'take', 'alternative', 'viewshame', 'theyre', 'listened']"
1653,"['people', 'wearing', 'mask', 'social', 'distancing', 'ha', 'flu', 'gone', 'wearing', 'virus', 'still', 'going', 'around']"
1654,"['listen', 'professional', 'wear', 'mask', 'keep', 'distance']"
1655,"['x', 'wife', 'sister', 'covid', 'two', 'nephew', 'well', 'please', 'stay', 'safe', 'dont', 'fiddle', 'mask', 'shopping', 'unlessuntil', 'sanitize', 'hand']"
1656,"['dont', 'wear', 'mask', 'youre', 'room', 'youre', 'mandated', 'wear', 'mask', 'bunch', 'people', 'telling', 'people', 'around', 'ontario', 'mask', 'stay', 'apart', 'dont', 'try', 'leading', 'example', 'youre', 'front', 'camera', 'look', 'youve', 'cagtrrrrused']"
1657,"['thats', 'said', 'beginning', 'myrights', 'ever', 'happened', 'love', 'neighbor', 'thy', 'self', 'simpleyes', 'saw', 'two', 'woman', 'fighting', 'mask', 'wearing', 'three', 'day', 'agowhat', 'shame', 'something', 'simple']"
1658,"['ive', 'seen', 'people', 'wearing', 'mask', 'store', 'since', 'july', 'first', 'two', 'couple', 'may', 'realized', 'wa', 'day', 'mask', 'mandate', 'person', 'wa', 'wearing', 'face', 'shield', 'ineffective', 'may', 'medical', 'condition']"
1659,"['best', 'wish', 'stay', 'safe', 'keep', 'wearing', 'mask', 'well', 'get', 'good', 'time', 'ahead', 'happynewyear', 'newyear', 'maidstone', 'kent']"
1660,"['whatever', 'ha', 'happened', 'trying', 'get', 'answer', 'benefit', 'thread', 'though', 'point', 'john', 'mask', 'zealot', 'mum', 'caught', 'covid', 'hospital', 'blanket', 'ppe', 'cleaning', 'mask', 'effective', 'get']"
1661,"['trying', 'find', 'answer', 'thread', 'john', 'boy', 'seems', 'think', 'mask', 'answer', 'everything', 'point', 'instance', 'john', 'blindly', 'claim', 'mask', 'prevent', 'transmission', 'mum', 'caught', 'covid', 'hospital', 'blanket', 'ppe', 'cleaning']"
1662,"['complaining', 'lockdown', 'wearing', 'mask', 'etc', 'wondering', 'nearest', 'dearest', 'cant', 'get', 'routine', 'surgery', 'hospital', 'pretty', 'much', 'peak']"
1663,"['individual', 'choice', 'matter', 'wearing', 'mask', 'neither', 'explicit', 'implicit', 'statement', 'without', 'exception', 'mask', 'wearing', 'social', 'distancing', 'required', 'ie', 'compelled', 'regardless', 'even', 'extensive', 'vaccination']"
1664,"['yep', 'never', 'mind', 'controversy', 'good', 'manner', 'even', 'nothing', 'else', 'justifies', 'keep', 'calm', 'amp', 'wear', 'mask']"
1665,"['great', 'job', 'mark', 'think', 'important', 'note', 'though', 'first', 'shot', 'doe', 'fully', 'protect', 'yes', 'keep', 'wearing', 'mask', 'social', 'distance', 'follow', 'guideline', 'see', 'day', 'sir']"
1666,"['china', 'also', 'carrying', 'covid', '19', 'frehe', 'see', 'china', 'took', 'necessary', 'step', 'warned', 'world', 'ridiculed', 'dont', 'forget', 'govt', 'initially', 'said', 'mask', 'confirmed', 'covid', 'time', 'saying', 'carrier', 'show', 'sign']"
1667,"['watch', 'movie', 'yah', 'mi', 'wonder', 'people', 'dem', 'deh', 'close', 'dem', 'nah', 'wear', 'mask']"
1668,"['anyone', 'else', 'covidrelated', 'reccuring', 'dream', 'mine', 'meeting', 'person', 'public', 'usually', 'outdoor', 'cafe', 'wearing', 'mask']"
1669,"['aewdynamite', 'social', 'distanced', 'wearing', 'mask', 'right', 'aew', 'faithful']"
1670,"['ive', 'seen', 'people', 'wearing', 'mask', 'store', 'since', 'july', 'first', 'two', 'couple', 'may', 'realized', 'wa', 'day', 'mask', 'mandate', 'person', 'wa', 'wearing', 'face', 'shield', 'ineffective', 'may', 'medical', 'condition']"
1671,"['dont', 'appear', 'social', 'distancing', 'notice', 'one', 'guy', 'wearing', 'mask', 'kudos']"
1672,"['hoping', 'isnt', 'shite', 'good', 'one', 'everyone', 'wear', 'effing', 'mask', 'merrynewyear', 'beefjerkytime']"
1673,"['refuse', 'wear', 'mask', 'amp', 'breaking', 'rule', 'whatever', 'poxy', 'reason', 'think', 'valid', 'amp', 'fellow', 'spreader', 'didnt', 'sneak', 'u', 'time', 'round', 'people', 'screaming', 'warning', 'amp', 'pleading', 'u', 'behave', 'better', 'month']"
1674,"['wouldnt', 'listen', 'covid', 'principle', 'wore', 'mask']"
1675,"['still', 'think', 'ok', 'wear', 'mask', 'simply', 'dont', 'like', 'watch', 'still', 'dont', 'care', 'say', 'let', 'know', 'unfollow', 'social', 'medium']"
1676,"['doe', 'jools', 'holland', 'wear', 'mask', 'tonight', 'doe', 'fold', 'neck']"
1677,"['decided', 'wear', 'mask', 'rest', 'life']"
1678,"['covid', 'lockdown', 'tik', 'tok', 'clap', 'community', 'hospital', 'new', 'home', 'adult', 'ingredient', 'gift', 'friend', 'coffee', 'iui', 'beanie', 'oxford', 'utd', 'jamie', 'mackie', 'social', 'distancing', 'mask', 'zoom', 'running', 'isolating', 'track', 'n', 'trace', 'memory', 'positive', 'laugh', 'wasnt', 'bad', 'goodbye']"
1679,"['coronavirus', 'didnt', 'end', 'chime', 'avoid', 'unnecessary', 'gathering', 'meeting', 'avoid', 'unnecessary', 'travel', 'wear', 'face', 'mask', 'wash', 'hand', 'use', 'alcoholbased', 'sanitizer', 'follow', 'ncdc', 'guideline', 'protocol', 'made', 'stay', 'alive']"
1680,"['thats', 'happens', 'governor', 'close', 'business', 'dont', 'get', 'unemployment', 'check', 'people', 'properly', 'survive', 'add', 'top', 'unlimited', 'protestors', 'million', 'allowed', 'avoid', 'social', 'distancing', 'mask', 'wearing', 'mandate', 'basically', 'causing', 'massive']"
1681,"['hey', 'guy', 'go', 'partying', 'tonightwear', 'mask', 'lol']"
1682,"['least', 'tried', 'right', 'dont', 'like', 'mask', 'wear', 'dont', 'like', 'wearing', 'seatbelt', 'driving', 'sober', 'logic', 'behind', 'thing', 'america', 'country', 'science', 'logic', 'weaponized']"
1683,"['maybe', 'best', 'way', 'remember', 'keep', 'u', 'safe', 'let', 'new', 'year', 'resolution', 'keep', 'washing', 'hand', 'keep', 'social', 'distancing', 'wear', 'mask', 'stay', 'vigilant', 'covid', '19']"
1684,"['president', 'know', 'personal', 'note', 'see', 'slap', 'face', 'refusing', 'wear', 'mask', 'actively', 'spreading', 'virus', 'delaying', 'restart', 'industry', 'work', 'degree', 'every', 'time', 'see', 'one', 'moron', 'fight', 'urge']"
1685,"['everyones', 'ny', 'resolution', 'help', 'kind', 'one', 'another', 'wear', 'mask', 'part', 'know', 'im', 'ready', 'get', 'back', 'normal', 'life', 'yo', 'month', 'old', 'would', 'nice', 'family', 'dinner', 'inside', 'restaurant', 'dont', 'selfish']"
1686,"['right', 'right', 'need', 'cite', 'part', 'constitution', 'kind', 'case', 'statute', 'show', 'right', 'wear', 'mask', 'actually', 'exists', 'cant', 'youre', 'lying', 'inconvenience', '=', '=', 'violation', 'freedom']"
1687,"['idiot', 'seriously', 'dont', 'get', 'reason', 'repugs', 'get', 'covid', 'one', 'refusing', 'wear', 'mask', 'qualm', 'attending', 'large', 'gathering', 'social', 'distancing', 'rest', 'duh']"
1688,"['want', 'spray', 'face', 'clorox', 'get', 'package', 'delivered', 'house', 'dont', 'want', 'comply', 'wearing', 'mask', 'dumb', 'bitch']"
1689,"['woke', 'morning', 'cloudy', 'wear', 'face', 'mask', 'covid', 'wont', 'kill', 'trump', 'president', 'duterte', 'president', 'like', 'yesterday', 'day', 'day', 'well', 'wish', 'whiz', 'bang', 'didnt', 'alter', 'stroke', 'happy', 'new', 'year']"
1690,"['wear', 'one', 'mask', 'know', 'selfish', 'human', 'completely', 'sheer', 'mask', 'absolutely', 'nothing', 'enraged', 'see']"
1691,"['haha', 'wa', 'actual', 'gold', 'standard', 'booming', 'economy', 'mask', 'covid', 'virus', 'premier', 'overwhelmingly', 'popular', 'amp', 'east', 'blind', 'lockdown', 'work', 'lockdown', 'work', 'lockdown', 'work', 'running', 'surplus', 'good', 'state', 'government']"
1692,"['new', 'word', 'spreader', 'meaning', 'anybody', 'doesnt', 'wear', 'mask', 'nose', 'mouth']"
1693,"['coronavirus', 'didnt', 'end', 'chime', 'avoid', 'unnecessary', 'gathering', 'meeting', 'avoid', 'unnecessary', 'travel', 'wear', 'face', 'mask', 'wash', 'hand', 'use', 'alcoholbased', 'sanitizer', 'follow', 'ncdc', 'guideline', 'protocol', 'made', 'stay', 'alive']"
1694,"['cloth', 'face', 'covering', 'n', 'please', 'tell', 'got', 'understand', 'n', 'face', 'covering', 'reserved', 'front', 'line', 'medical', 'worker', 'mask', 'keep', 'rest', 'bioload', 'covid', 'died', 'covid', 'nothing', 'mask']"
1695,"['thats', 'happens', 'governor', 'close', 'business', 'dont', 'get', 'unemployment', 'check', 'people', 'properly', 'survive', 'add', 'top', 'unlimited', 'protestors', 'million', 'allowed', 'avoid', 'social', 'distancing', 'mask', 'wearing', 'mandate', 'basically', 'causing', 'massive']"
1696,"['wear', 'one', 'mask', 'know', 'selfish', 'human', 'completely', 'sheer', 'mask', 'absolutely', 'nothing', 'enraged', 'see']"
1697,"['countless', 'recurring', 'dream', 'crowded', 'public', 'place', 'covid', 'positive', 'patient', 'room', 'without', 'mask', 'anxiety', 'provoking', 'literally', 'every', 'night', 'im', 'sorry', 'great', 'story', 'teller', 'straight', 'point']"
1698,"['thats', 'happens', 'governor', 'close', 'business', 'dont', 'get', 'unemployment', 'check', 'people', 'properly', 'survive', 'add', 'top', 'unlimited', 'protestors', 'million', 'allowed', 'avoid', 'social', 'distancing', 'mask', 'wearing', 'mandate', 'basically', 'causing', 'massive']"
1699,"['wear', 'one', 'mask', 'know', 'selfish', 'human', 'completely', 'sheer', 'mask', 'absolutely', 'nothing', 'enraged', 'see']"
1700,"['okay', 'get', 'round', 'trip', 'ticket', 'maui', 'first', 'class', 'dont', 'wear', 'mask', 'distance', 'anymore', 'get', 'inclusive', 'resort', 'maayyyyyyyyyyybe', 'could', 'hop', 'plane', 'puerto', 'vallarta', 'get', 'experience', 'except', 'cheaper', 'vaccine']"
1701,"['fan', 'wearing', 'mask', 'hat', 'wearing', 'anything', 'fur', 'coat']"
1702,"['freaking', 'year', 'better', 'time', 'horizon', 'good', 'luck', 'stay', 'safe', 'stay', 'strong', 'wear', 'mask']"
1703,"['fan', 'wearing', 'mask', 'hat', 'wearing', 'anything', 'fur', 'coat']"
1704,"['husband', 'wear', 'mask', 'two', 'place', 'go', 'outside', 'home', 'work', 'amp', 'store', 'work', 'ha', 'strictest', 'covid', 'protocol', 'place', 'sanitizing', 'shoe', 'still', 'caught', 'virus']"
1705,"['also', 'reporter', 'people', 'interviewed', 'wearing', 'mask', 'ampkwjs', 'actually', 'u']"
1706,"['wear', 'mask', 'stay', 'least', 'foot', 'others', 'foot', 'trump', 'supporter', 'since', 'often', 'dont', 'take', 'precaution', 'likely', 'infected']"
1707,"['dont', 'hesitate', 'call', 'doc', 'wear', 'mask', 'people', 'also', 'doc', 'river', 'gem']"
1708,"['mexico', 'one', 'wearing', 'mask', 'whyyyyy']"
1709,"['wear', 'mask', 'happy', 'new', 'year']"
1710,"['citizen', 'failed', 'democracy', 'citizen', 'make', 'choice', 'chose', 'death', 'amp', 'sickness', 'amp', 'wearing', 'mask', 'amp', 'changing', 'behaviour', 'thats', 'way', 'go']"
1711,"['repeat', 'covid', '19', 'face', 'mask', 'make', 'hard', 'hear']"
1712,"['hey', 'guy', 'go', 'partying', 'tonightwear', 'mask', 'lol']"
1713,"['least', 'tried', 'right', 'dont', 'like', 'mask', 'wear', 'dont', 'like', 'wearing', 'seatbelt', 'driving', 'sober', 'logic', 'behind', 'thing', 'america', 'country', 'science', 'logic', 'weaponized']"
1714,"['maybe', 'best', 'way', 'remember', 'keep', 'u', 'safe', 'let', 'new', 'year', 'resolution', 'keep', 'washing', 'hand', 'keep', 'social', 'distancing', 'wear', 'mask', 'stay', 'vigilant', 'covid', '19']"
1715,"['president', 'know', 'personal', 'note', 'see', 'slap', 'face', 'refusing', 'wear', 'mask', 'actively', 'spreading', 'virus', 'delaying', 'restart', 'industry', 'work', 'degree', 'every', 'time', 'see', 'one', 'moron', 'fight', 'urge']"
1716,"['everyones', 'ny', 'resolution', 'help', 'kind', 'one', 'another', 'wear', 'mask', 'part', 'know', 'im', 'ready', 'get', 'back', 'normal', 'life', 'yo', 'month', 'old', 'would', 'nice', 'family', 'dinner', 'inside', 'restaurant', 'dont', 'selfish']"
